Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2024 - 2025,2025 Spring,GRAD,GRAD,Sumit,Trivedi,Mary Davis,NURS,5120,448,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Kindra,McWilliam-Ross,Mary Davis,NURS,5120,449,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Anneshia,Redic,Mary Davis,NURS,5120,450,0,0,0,0,1,0,9,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Karen,Riehm,Mary Davis,NURS,5120,451,0,0,0,0,1,0,9,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Chinyere,Emeh,Mary Davis,NURS,5120,452,0,0,0,0,1,0,9,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Diane,St Pierre Runnels,Mary Davis,NURS,5120,453,0,0,0,0,1,0,9,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,455,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Shicobie,Adams,Mary Davis,NURS,5120,456,0,0,0,0,3,0,7,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Lee,Sulkin,Mary Davis,NURS,5120,457,0,0,0,0,0,0,7,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Kathleen,Garza,Mary Davis,NURS,5120,458,0,0,0,0,1,0,8,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Debra,Phillips,Mary Davis,NURS,5120,459,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Courtney,Werner,,NURS,5130,1,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Courtney,Werner,,NURS,5130,10,0,0,0,0,0,0,7,0,2,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Melissa,Franklin,Christie Ramirez; Courtney Werner,NURS,5130,401,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Erica,Vance,Christie Ramirez; Courtney Werner,NURS,5130,403,0,0,0,0,0,0,5,0,1,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Leslie,Wilson,Christie Ramirez; Courtney Werner,NURS,5130,404,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Anamarina,Jarecke,Christie Ramirez; Courtney Werner,NURS,5130,405,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Lisa,Lunsford,Christie Ramirez; Courtney Werner,NURS,5130,406,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Rachel,Mark,Christie Ramirez; Courtney Werner,NURS,5130,407,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Giselle,Escalona,Christie Ramirez; Courtney Werner,NURS,5130,408,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Christina,Sanchez,Christie Ramirez; Courtney Werner,NURS,5130,409,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Amy,Winslow,Christie Ramirez; Courtney Werner,NURS,5130,410,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Shannon,Dougrey,Christie Ramirez; Courtney Werner,NURS,5130,411,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Suji,John,Christie Ramirez; Courtney Werner,NURS,5130,412,0,0,0,0,0,0,8,0,2,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Bethany,McClean,Christie Ramirez; Courtney Werner,NURS,5130,413,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Robbi,Nichols,Christie Ramirez; Courtney Werner,NURS,5130,414,0,0,0,0,1,0,9,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Angela,Miller,Courtney Werner,NURS,5130,415,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Ruth,Roberts,Angela Miller; Courtney Werner,NURS,5130,416,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Katherine,Sandlin,Angela Miller; Courtney Werner,NURS,5130,417,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Brandi,Pitcox,Angela Miller; Courtney Werner,NURS,5130,419,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Robbi,Nichols,Angela Miller; Courtney Werner,NURS,5130,420,0,0,0,0,0,0,9,0,1,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Lindsay,Hermsdorfer,Angela Miller; Courtney Werner,NURS,5130,421,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Ruth,Roberts,Angela Miller; Courtney Werner,NURS,5130,422,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Leslie,Wilson,Angela Miller; Courtney Werner,NURS,5130,423,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Anamarina,Jarecke,Angela Miller; Courtney Werner,NURS,5130,424,0,0,0,0,0,0,9,0,1,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Mary,Dixon,Angela Miller; Courtney Werner,NURS,5130,425,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Anamarina,Jarecke,Courtney Werner; Melissa Franklin,NURS,5130,430,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Brandi,Pitcox,Courtney Werner,NURS,5130,440,0,0,0,0,0,0,8,0,1,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Amy,Winslow,Courtney Werner,NURS,5130,441,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Suji,John,Courtney Werner,NURS,5130,442,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Kimberly,Thompson,,NURS,5140,1,0,0,0,0,0,0,6,0,1,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Kimberly,Thompson,,NURS,5140,10,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Jennifer,May,,NURS,5150,400,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Melissa,Salmons,,NURS,5150,400,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Julie,Jung,Jennifer May,NURS,5150,401,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Julie,Jung,Jennifer May,NURS,5150,402,0,0,0,0,0,0,7,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Jennifer,May,,NURS,5150,403,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Melissa,Salmons,Jennifer May,NURS,5150,405,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Melissa,Salmons,Jennifer May,NURS,5150,406,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Julie,Jung,Jennifer May,NURS,5150,407,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Kira,Short,,NURS,5204,10,6,5,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Aaron,Langford,,NURS,5213,1,24,3,0,0,0,0,0,0,1,0,0,28
2024 - 2025,2025 Spring,GRAD,GRAD,Gigi,Thomas,,NURS,5220,1,9,2,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Gigi,Thomas,,NURS,5220,10,11,4,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Lindsay,Hermsdorfer,Courtney Werner,NURS,5220,400,114,55,10,0,1,0,0,0,2,0,0,182
2024 - 2025,2025 Spring,GRAD,GRAD,Vicky,Van Buren,Courtney Werner,NURS,5220,401,115,77,8,1,0,0,0,0,3,0,0,204
2024 - 2025,2025 Spring,GRAD,GRAD,Courtney,Werner,,NURS,5220,403,32,17,1,0,0,0,0,0,2,0,0,52
2024 - 2025,2025 Spring,GRAD,GRAD,Oluwatosin,Adebiyi,,NURS,5222,1,24,4,0,0,0,0,0,0,1,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Kimberly,Thompson,,NURS,5223,1,11,17,0,0,0,0,0,0,1,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Marianne,Doan,,NURS,5300,400,40,2,0,0,0,0,0,0,0,0,0,42
2024 - 2025,2025 Spring,GRAD,GRAD,Margarita,Trevino,Maura Bernasconi,NURS,5302,400,31,1,0,0,0,0,0,0,0,0,0,32
2024 - 2025,2025 Spring,GRAD,GRAD,Sharon,Blackerby,,NURS,5308,400,49,3,2,0,0,0,0,0,0,0,0,54
2024 - 2025,2025 Spring,GRAD,GRAD,Sharon,Blackerby,,NURS,5308,401,13,2,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Donna,Bacchus,,NURS,5310,400,32,18,0,1,0,0,0,0,3,0,0,54
2024 - 2025,2025 Spring,GRAD,GRAD,Tamara,Eades,,NURS,5311,400,50,2,0,0,0,0,0,0,0,0,0,52
2024 - 2025,2025 Spring,GRAD,GRAD,Patricia,Thomas,,NURS,5312,400,7,4,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Cynthia,Garrett,,NURS,5312,402,15,16,0,0,0,0,0,0,2,0,0,33
2024 - 2025,2025 Spring,GRAD,GRAD,Ann,Birka,Zui Pan,NURS,5315,1,1,6,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Ann,Birka,Zui Pan,NURS,5315,10,19,29,9,1,1,0,0,0,7,0,0,66
2024 - 2025,2025 Spring,GRAD,GRAD,Allison,Tuppeny,Nancy Nagel; Sayda Major,NURS,5315,400,34,66,33,2,2,0,0,0,13,0,0,150
2024 - 2025,2025 Spring,GRAD,GRAD,Jordan,Dudley,Nancy Nagel; Sayda Major,NURS,5315,401,22,83,48,6,3,0,0,0,30,0,0,192
2024 - 2025,2025 Spring,GRAD,GRAD,Sayda,Major,Nancy Nagel,NURS,5315,402,8,55,33,2,1,0,0,0,5,0,0,104
2024 - 2025,2025 Spring,GRAD,GRAD,Sayda,Major,Nancy Nagel,NURS,5315,403,9,57,33,8,1,0,0,0,23,0,0,131
2024 - 2025,2025 Spring,GRAD,GRAD,Donna,Bacchus,,NURS,5327,10,11,25,3,0,1,0,0,0,7,0,0,47
2024 - 2025,2025 Spring,GRAD,GRAD,Ahmad,Hamdan,,NURS,5327,12,16,19,1,0,0,0,0,0,4,0,0,40
2024 - 2025,2025 Spring,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,400,98,19,1,0,2,0,0,0,2,0,0,122
2024 - 2025,2025 Spring,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,401,118,17,2,0,1,0,0,0,7,0,0,145
2024 - 2025,2025 Spring,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,402,90,18,4,1,0,0,0,0,1,0,0,114
2024 - 2025,2025 Spring,GRAD,GRAD,Maxine,Adegbola,Leigh Griffis-Cogan,NURS,5327,403,104,33,7,1,3,0,0,0,2,0,0,150
2024 - 2025,2025 Spring,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,404,51,5,2,1,1,0,0,0,1,0,0,61
2024 - 2025,2025 Spring,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,405,56,16,2,0,0,0,0,0,1,0,0,75
2024 - 2025,2025 Spring,GRAD,GRAD,Margarita,Trevino,Maura Bernasconi,NURS,5329,400,39,0,1,0,0,0,0,0,0,0,0,40
2024 - 2025,2025 Spring,GRAD,GRAD,Margarita,Trevino,Maura Bernasconi,NURS,5329,402,39,0,0,0,0,0,0,0,0,0,0,39
2024 - 2025,2025 Spring,GRAD,GRAD,Patti,Parker,,NURS,5334,1,2,6,1,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Patti,Parker,,NURS,5334,10,5,16,6,3,1,0,0,0,4,0,0,35
2024 - 2025,2025 Spring,GRAD,GRAD,Melissa,Miller,Kyla Ripperger; Patti Parker,NURS,5334,400,11,34,40,0,4,0,0,0,8,0,0,97
2024 - 2025,2025 Spring,GRAD,GRAD,Patti,Parker,Kyla Ripperger,NURS,5334,401,6,54,56,3,1,0,0,0,7,0,0,127
2024 - 2025,2025 Spring,GRAD,GRAD,Patti,Parker,Kyla Ripperger,NURS,5334,402,7,71,42,2,3,0,0,0,11,0,0,136
2024 - 2025,2025 Spring,GRAD,GRAD,Doris,Harvey,Elizabeth Fuentes,NURS,5337,453,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Ashlee,Loewen,Elizabeth Fuentes,NURS,5337,454,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Ashley,Pichon,Elizabeth Fuentes,NURS,5337,456,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Karla,Smith-Lucas,Elizabeth Fuentes,NURS,5337,458,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Karen,Riehm,Elizabeth Fuentes,NURS,5337,459,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Shira,Love,Elizabeth Fuentes,NURS,5337,460,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Bethany,McClean,Elizabeth Fuentes,NURS,5337,461,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Sharron,Ballard,Elizabeth Fuentes,NURS,5337,463,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Jackquelyn,Williams,Elizabeth Fuentes,NURS,5337,464,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Sharolyn,Dihigo,Elizabeth Fuentes,NURS,5337,465,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Karla,Smith-Lucas,Elizabeth Fuentes,NURS,5337,469,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Francis,Basebang,Elizabeth Fuentes,NURS,5337,471,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Karen,Riehm,Elizabeth Fuentes,NURS,5337,472,4,2,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Kathryn,Sams,Elizabeth Fuentes,NURS,5337,473,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Hedrine,Nana,Elizabeth Fuentes,NURS,5337,474,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Shira,Love,Elizabeth Fuentes,NURS,5337,475,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Audrey,Collins,Phyllis Wood,NURS,5338,453,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Monique,Huntley,Phyllis Wood,NURS,5338,455,3,3,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Ashley,Pree,Phyllis Wood,NURS,5338,459,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Lauren,Runyon,Phyllis Wood,NURS,5338,460,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Deborah,Stewart,Phyllis Wood,NURS,5338,462,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Maryann,Ugoh,Phyllis Wood,NURS,5338,464,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Cristina,Winters,Phyllis Wood,NURS,5338,465,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Stephanie,Sealy,Phyllis Wood,NURS,5338,467,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Ashlee,Loewen,Phyllis Wood,NURS,5338,468,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Juanita,Flint,Phyllis Wood,NURS,5338,469,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Cristina,Winters,Phyllis Wood,NURS,5338,471,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Mark,Meyer,Phyllis Wood,NURS,5338,472,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Janelle,Traylor,Phyllis Wood,NURS,5338,473,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Debra,Phillips,,NURS,5339,400,42,6,0,0,0,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Debra,Phillips,,NURS,5339,402,40,2,0,0,0,0,0,0,1,0,0,43
2024 - 2025,2025 Spring,GRAD,GRAD,Pamela,Duffey,,NURS,5340,400,0,0,0,0,0,0,62,0,0,0,0,62
2024 - 2025,2025 Spring,GRAD,GRAD,Kirsten,Drake,,NURS,5341,400,23,4,0,0,0,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Kirsten,Drake,,NURS,5341,401,29,4,1,0,0,0,0,0,0,0,0,34
2024 - 2025,2025 Spring,GRAD,GRAD,Kirsten,Drake,,NURS,5341,402,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Candida,Constantine-Castillo,,NURS,5342,400,18,1,0,0,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Candida,Constantine-Castillo,,NURS,5342,401,41,1,0,0,0,0,0,0,0,0,0,42
2024 - 2025,2025 Spring,GRAD,GRAD,Candida,Constantine-Castillo,,NURS,5343,400,47,1,1,0,1,0,0,0,0,0,0,50
2024 - 2025,2025 Spring,GRAD,GRAD,Candida,Constantine-Castillo,,NURS,5343,401,36,1,0,0,0,0,0,0,0,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,Gigi,Thomas,,NURS,5350,10,6,1,0,0,0,0,0,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Oluwatosin,Adebiyi,,NURS,5350,10,6,1,0,0,0,0,0,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Sara,Moore,,NURS,5350,400,138,2,1,0,0,0,0,0,0,0,0,141
2024 - 2025,2025 Spring,GRAD,GRAD,Sara,Moore,,NURS,5350,401,133,6,0,0,0,0,0,0,3,0,0,142
2024 - 2025,2025 Spring,GRAD,GRAD,Sara,Moore,,NURS,5350,402,75,5,0,0,0,0,0,0,0,0,0,80
2024 - 2025,2025 Spring,GRAD,GRAD,Sara,Moore,,NURS,5350,403,160,2,0,0,0,0,0,0,0,0,0,162
2024 - 2025,2025 Spring,GRAD,GRAD,Lydia,Harris,Essence Carter-Griffin; Shannon Carey,NURS,5354,452,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Cynthia,Brenchley,Essence Carter-Griffin; Shannon Carey,NURS,5354,456,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Kristin,Stanley,Essence Carter-Griffin; Shannon Carey,NURS,5354,459,3,3,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Keri,Draganic,Essence Carter-Griffin; Shannon Carey,NURS,5354,461,2,2,0,0,0,0,0,0,2,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Tonya,Hooper,Buffy Powell; Essence Carter-Griffin,NURS,5355,452,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Essence,Carter-Griffin,Buffy Powell,NURS,5355,454,2,4,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Sheila,Ford,Buffy Powell; Essence Carter-Griffin,NURS,5355,456,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Jennifer,Chavez,Buffy Powell; Essence Carter-Griffin,NURS,5355,457,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Mary,McKean,Buffy Powell; Essence Carter-Griffin,NURS,5355,460,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Jeanette,Blankenship,,NURS,5360,400,20,1,0,0,0,0,0,0,0,0,0,21
2024 - 2025,2025 Spring,GRAD,GRAD,Jeanette,Blankenship,,NURS,5360,401,22,2,1,0,0,0,0,0,2,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Bethany,Hultquist,Patricia Thomas,NURS,5362,402,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Julie,Jung,Patricia Thomas,NURS,5362,403,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Jennifer,May,Patricia Thomas,NURS,5362,404,0,0,0,0,0,0,6,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Barbara,Schneider,Donna Bacchus,NURS,5366,10,38,0,0,0,0,0,0,0,1,0,0,39
2024 - 2025,2025 Spring,GRAD,GRAD,Barbara,Schneider,Donna Bacchus,NURS,5366,11,7,0,0,0,0,0,0,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Hampton,,NURS,5366,400,54,17,1,0,0,0,0,0,0,0,0,72
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Hampton,,NURS,5366,401,116,22,2,0,2,0,0,0,1,0,0,143
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Hampton,,NURS,5366,402,123,25,3,1,3,0,0,0,4,0,0,159
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Hampton,,NURS,5366,404,90,14,0,0,0,0,0,0,4,0,0,108
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Hampton,,NURS,5366,405,118,27,3,0,1,0,0,0,2,0,0,151
2024 - 2025,2025 Spring,GRAD,GRAD,Donna,Bacchus,,NURS,5367,10,6,9,0,0,0,0,0,0,1,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Judy,Leflore,,NURS,5367,400,155,5,0,0,1,0,0,0,1,0,0,162
2024 - 2025,2025 Spring,GRAD,GRAD,Judy,Leflore,,NURS,5367,401,60,1,1,0,0,0,0,0,0,0,0,62
2024 - 2025,2025 Spring,GRAD,GRAD,Deborah,Behan,,NURS,5367,402,152,11,3,0,3,0,0,0,0,0,0,169
2024 - 2025,2025 Spring,GRAD,GRAD,Judy,Leflore,,NURS,5367,403,10,1,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Deborah,Behan,,NURS,5367,405,182,9,2,0,0,0,0,0,2,0,0,195
2024 - 2025,2025 Spring,GRAD,GRAD,Sharon,Wilson,Judy Leflore,NURS,5367,406,136,1,2,0,0,0,0,0,3,0,0,142
2024 - 2025,2025 Spring,GRAD,GRAD,Christie,Ramirez,,NURS,5372,452,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Vicky,Van Buren,,NURS,5372,452,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Tamara,Eades,,NURS,5382,400,51,2,2,0,0,0,0,0,0,0,0,55
2024 - 2025,2025 Spring,GRAD,GRAD,Daisha,Cipher,,NURS,5388,10,4,3,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Daisha,Cipher,,NURS,5388,400,14,1,2,0,0,0,0,0,1,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Daisha,Cipher,,NURS,5388,401,22,6,3,0,0,0,0,0,0,0,0,31
2024 - 2025,2025 Spring,GRAD,GRAD,Daisha,Cipher,,NURS,5388,402,39,14,3,1,0,0,0,0,0,0,0,57
2024 - 2025,2025 Spring,GRAD,GRAD,Aaron,Langford,,NURS,5410,10,17,0,0,0,0,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,O'Neill,Kuangi Grace Huang,NURS,5432,400,44,92,7,1,0,1,0,0,0,0,0,145
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,O'Neill,,NURS,5432,401,2,22,0,0,0,0,0,0,1,0,0,25
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,O'Neill,,NURS,5432,402,11,30,5,0,0,0,0,0,0,0,0,46
2024 - 2025,2025 Spring,GRAD,GRAD,Rhonda,Winegar,Jessica Miller,NURS,5433,400,8,23,29,3,1,0,0,0,0,0,0,64
2024 - 2025,2025 Spring,GRAD,GRAD,Rhonda,Winegar,,NURS,5433,401,23,55,56,9,0,0,0,0,1,0,0,144
2024 - 2025,2025 Spring,GRAD,GRAD,Rhonda,Winegar,,NURS,5433,403,8,24,15,2,0,0,0,0,0,0,0,49
2024 - 2025,2025 Spring,GRAD,GRAD,Bethany,McClean,Doris Harvey; Jaquetta Reeves,NURS,5434,400,48,40,0,0,0,0,0,0,0,0,0,88
2024 - 2025,2025 Spring,GRAD,GRAD,Bethany,McClean,Doris Harvey; Jaquetta Reeves,NURS,5434,401,15,36,3,0,1,0,0,0,1,0,0,56
2024 - 2025,2025 Spring,GRAD,GRAD,Patti,Parker,,NURS,5461,400,1,18,11,0,0,0,0,0,1,0,0,31
2024 - 2025,2025 Spring,GRAD,GRAD,Patti,Parker,,NURS,5461,401,5,54,24,1,1,0,0,0,1,0,0,86
2024 - 2025,2025 Spring,GRAD,GRAD,Shawna,Johnson,Patti Parker,NURS,5462,400,0,11,2,0,0,0,0,0,1,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Andrea,Tennancour,Patti Parker,NURS,5462,401,2,4,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Keri,Draganic,,NURS,5463,400,4,26,6,0,0,0,0,0,1,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,Keri,Draganic,,NURS,5463,401,7,22,4,0,0,0,0,0,0,0,0,33
2024 - 2025,2025 Spring,GRAD,GRAD,Courtney,Werner,,NURS,5465,400,3,3,1,0,0,0,0,0,1,0,0,8
