Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2024 - 2025,2025 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5325,202,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Giridhar,Amaravadi,,CSE,5325,220,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Ranjan,Dash,,CSE,5330,1,14,14,3,0,0,0,0,0,2,0,0,33
2024 - 2025,2025 Spring,GRAD,GRAD,Abhishek,Santra,,CSE,5330,3,5,3,1,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5330,5,10,0,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5330,7,7,0,0,0,0,0,0,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Abhishek,Santra,,CSE,5331,1,6,5,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5334,1,6,5,2,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5334,2,12,10,5,1,0,0,0,0,0,0,0,28
2024 - 2025,2025 Spring,GRAD,GRAD,Marnim,Galib,,CSE,5334,4,36,23,0,0,0,0,0,0,0,0,0,59
2024 - 2025,2025 Spring,GRAD,GRAD,Marnim,Galib,,CSE,5334,5,27,23,0,0,0,0,0,0,0,0,0,50
2024 - 2025,2025 Spring,GRAD,GRAD,Marnim,Galib,,CSE,5334,7,35,22,1,0,0,0,0,0,0,0,0,58
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5334,101,1,10,2,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Soumaya,Gharsallaoui,,CSE,5334,201,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5335,1,47,10,2,0,0,0,0,0,0,0,0,59
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5335,2,33,4,0,0,0,0,0,0,0,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5335,101,11,4,1,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Md Salik,Parwez,,CSE,5344,2,9,4,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Debashri,Roy,,CSE,5344,4,19,2,0,0,0,0,0,0,2,0,0,23
2024 - 2025,2025 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5344,201,0,0,0,0,0,0,6,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,5344,980,0,0,0,0,0,0,45,0,0,0,0,45
2024 - 2025,2025 Spring,GRAD,GRAD,Hao,Che,,CSE,5349,1,15,5,0,0,0,0,0,0,0,0,0,20
2024 - 2025,2025 Spring,GRAD,GRAD,Ishfaq,Ahmad,,CSE,5351,1,5,3,0,1,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Sihong,He,,CSE,5360,1,10,1,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,2,15,1,0,0,0,0,0,0,1,0,0,17
2024 - 2025,2025 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,3,13,1,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,4,48,3,1,1,0,0,0,0,2,0,0,55
2024 - 2025,2025 Spring,GRAD,GRAD,Yingying,Zhu,,CSE,5367,1,45,0,0,0,0,0,0,0,0,0,0,45
2024 - 2025,2025 Spring,GRAD,GRAD,Yingying,Zhu,,CSE,5367,101,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Francklin,Rivas,,CSE,5368,1,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Jacob,Luber,,CSE,5370,1,5,2,10,0,2,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Alex,Dillhoff,,CSE,5373,1,11,3,0,0,0,0,0,0,1,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Jude,Agujiobi,,CSE,5381,220,18,0,0,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Thomas,Jones,,CSE,5382,1,28,7,1,1,0,0,0,0,0,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,Stoddard,Rosenkrantz,,CSE,5382,220,10,1,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Jason,Losh,,CSE,5392,52,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Jason,Losh,,CSE,5392,72,11,0,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Jason,Losh,,CSE,5392,77,6,0,0,0,0,0,0,0,2,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5393,980,0,0,0,0,0,0,34,0,0,0,0,34
2024 - 2025,2025 Spring,GRAD,GRAD,Gautam,Das,,CSE,6311,1,7,4,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Farnaz,Farahanipad,,CSE,6324,3,24,0,0,0,0,0,0,0,0,0,0,24
2024 - 2025,2025 Spring,GRAD,GRAD,Farnaz,Farahanipad,,CSE,6324,5,32,3,0,0,0,0,0,0,0,0,0,35
2024 - 2025,2025 Spring,GRAD,GRAD,Farnaz,Farahanipad,,CSE,6324,6,14,2,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Farnaz,Farahanipad,,CSE,6324,201,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,6324,220,8,3,0,0,0,1,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,6332,1,49,9,0,0,0,0,0,0,0,0,0,58
2024 - 2025,2025 Spring,GRAD,GRAD,Leonidas,Fegaras,,CSE,6332,3,47,12,0,0,0,0,0,0,0,0,0,59
2024 - 2025,2025 Spring,GRAD,GRAD,Stoddard,Rosenkrantz,,CSE,6332,220,17,1,0,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Hao,Che,,CSE,6349,1,23,6,0,0,0,0,0,0,0,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Song,Jiang,,CSE,6350,1,5,5,3,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Alex,Dillhoff,,CSE,6363,1,47,0,0,0,0,1,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Jesus,Gonzalez,,CSE,6363,2,29,17,1,0,0,0,0,0,0,0,0,47
2024 - 2025,2025 Spring,GRAD,GRAD,Yingying,Zhu,,CSE,6363,3,50,0,0,0,0,0,0,0,0,0,0,50
2024 - 2025,2025 Spring,GRAD,GRAD,Jesus,Gonzalez,,CSE,6363,4,31,17,0,0,0,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Dajiang,Zhu,,CSE,6363,5,10,0,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Farnaz,Farahanipad,,CSE,6363,7,7,1,1,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Alex,Dillhoff,,CSE,6363,220,17,0,0,1,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Diego,Patino,,CSE,6367,1,10,3,0,0,1,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Marnim,Galib,,CSE,6367,2,24,12,0,0,0,0,0,0,0,0,0,36
2024 - 2025,2025 Spring,GRAD,GRAD,Shirin,Nilizadeh,,CSE,6388,1,8,5,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Shirin,Nilizadeh,,CSE,6388,221,5,2,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Junzhou,Huang,,CSE,6392,1,63,2,0,0,0,0,0,0,0,0,0,65
2024 - 2025,2025 Spring,GRAD,GRAD,Miao,Yin,,CSE,6392,2,39,0,0,0,0,0,0,0,0,0,0,39
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Islam,,CSE,6392,4,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,William,Beksi,,CSE,6699,26,0,0,0,0,0,0,0,0,0,0,6,6
2024 - 2025,2025 Spring,GRAD,GRAD,Soumaya,Gharsallaoui,Manfred Huber,DASC,5300,2,20,8,1,0,0,0,0,0,0,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Soumaya,Gharsallaoui,Manfred Huber,DASC,5301,1,19,9,0,0,0,0,0,0,1,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Obiageli Lawrentia,Ngwu,Manfred Huber,DASC,5302,2,22,4,1,0,0,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Alex,Dillhoff,,DASC,5304,1,44,1,0,0,0,0,0,0,0,0,0,45
2024 - 2025,2025 Spring,GRAD,GRAD,Soumaya,Gharsallaoui,Rozsa Zaruba,DASC,5304,2,30,4,0,0,0,0,0,0,0,0,0,34
2024 - 2025,2025 Spring,GRAD,GRAD,Rozsa,Zaruba,Francklin Rivas,DASC,5305,1,40,0,0,0,0,0,0,0,0,0,0,40
2024 - 2025,2025 Spring,GRAD,GRAD,Rozsa,Zaruba,,DASC,5305,2,48,0,0,0,0,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,Rozsa Zaruba,DASC,5306,1,68,8,1,0,0,0,0,0,0,0,0,77
2024 - 2025,2025 Spring,GRAD,GRAD,Rozsa,Zaruba,,DASC,5309,1,55,0,0,0,0,0,0,0,0,0,0,55
2024 - 2025,2025 Spring,GRAD,GRAD,Rozsa,Zaruba,,DASC,5309,2,63,0,0,0,0,0,0,0,0,0,0,63
2024 - 2025,2025 Spring,GRAD,GRAD,Rozsa,Zaruba,,DASC,5391,1,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,UGRD,Morgan,Wood,,DS,4100,1,18,0,0,0,1,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,UGRD,Jane,Himarios,,ECON,2305,6,101,77,38,17,22,0,0,6,9,0,0,270
2024 - 2025,2025 Spring,GRAD,UGRD,Steven,Manley,,ECON,2305,9,9,9,6,0,2,0,0,0,0,0,0,26
2024 - 2025,2025 Spring,GRAD,GRAD,Tatia,Jacobson Jordan,,ECON,5300,6,25,0,0,0,0,0,0,0,0,0,0,25
2024 - 2025,2025 Spring,GRAD,GRAD,Michael,Ward,,ECON,5313,1,9,8,1,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Tara,Brown,,ECON,5313,20,6,3,2,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Yibin,Li,,ECON,5313,70,26,22,10,0,0,0,0,0,0,0,0,58
2024 - 2025,2025 Spring,GRAD,GRAD,Xiaohui,Hou,,ECON,5313,72,33,26,0,0,0,0,0,0,1,0,0,60
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmut,Yasar,,ECON,5313,73,10,6,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Xiaohui,Hou,,ECON,5313,74,37,23,0,0,0,0,0,0,0,0,0,60
2024 - 2025,2025 Spring,GRAD,GRAD,Xiaohui,Hou,,ECON,5313,75,42,16,0,0,0,2,0,0,0,0,0,60
2024 - 2025,2025 Spring,GRAD,GRAD,Hui,Cao,,ECON,5313,77,42,11,0,0,0,0,0,0,4,0,0,57
2024 - 2025,2025 Spring,GRAD,GRAD,Yutong,Chen,Christy Spivey,ECON,5317,1,7,11,1,0,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmut,Yasar,,ECON,5319,6,5,2,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Chi-Young,Choi,,ECON,5327,1,5,10,2,0,0,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,GRAD,GRAD,Ashish,Sedai,,ECON,5336,1,19,3,0,0,0,0,0,0,0,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Christopher,Candreva,,ECON,5337,1,14,4,4,1,0,0,0,0,0,0,0,23
2024 - 2025,2025 Spring,GRAD,GRAD,Aaron,Smallwood,,ECON,5337,2,5,5,0,0,1,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmut,Yasar,,ECON,5339,1,5,11,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Hsin-Wei,Hsu,,ECON,5391,70,2,9,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Terry-Ann,Rodriguez,,EDAD,5305,1,71,5,3,0,0,0,0,0,0,0,0,79
2024 - 2025,2025 Spring,GRAD,GRAD,Terry-Ann,Rodriguez,,EDAD,5305,6,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Jessica,Knox,,EDAD,5330,1,52,0,0,0,0,0,0,0,2,0,0,54
2024 - 2025,2025 Spring,GRAD,GRAD,Elsa,Camargo,,EDAD,5357,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Meesha,Jones,,EDAD,5360,1,10,2,1,0,0,0,0,0,1,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Terry-Ann,Rodriguez,,EDAD,5381,1,43,4,0,0,0,0,0,0,0,0,0,47
2024 - 2025,2025 Spring,GRAD,GRAD,Joel,Leader,,EDAD,5381,3,43,3,1,0,0,0,0,0,1,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Leverette,,EDAD,5381,4,39,4,0,0,0,0,0,0,0,0,0,43
2024 - 2025,2025 Spring,GRAD,GRAD,Joel,Leader,,EDAD,5389,1,39,3,2,0,0,0,0,0,2,0,0,46
2024 - 2025,2025 Spring,GRAD,GRAD,Terry-Ann,Rodriguez,,EDAD,5399,1,40,5,0,0,0,0,0,0,0,0,0,45
2024 - 2025,2025 Spring,GRAD,GRAD,Sahar,Sattarzadeh,,EDAD,5399,2,8,1,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Jin,Liu,,EDAD,6304,1,8,0,0,0,1,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Ericka,Roland,,EDAD,6318,1,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Meredith,Billings,,EDAD,6325,1,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Yolanda,Bevill,,EDAD,6330,1,8,0,0,0,0,1,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Katherine,Hoover,,EDUC,5305,6,27,4,0,0,0,0,0,0,1,0,0,32
2024 - 2025,2025 Spring,GRAD,GRAD,Jiyoon,Yoon,,EDUC,5309,106,22,0,0,0,0,0,0,0,0,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,Robinson,,EDUC,5360,1,16,0,0,0,0,0,0,0,3,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Jodi,Tommerdahl,,EDUC,5362,1,9,5,1,0,0,0,0,0,3,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Jodi,Tommerdahl,,EDUC,5362,2,4,1,0,0,0,0,0,0,0,0,0,5
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,Robinson,,EDUC,5367,1,4,2,0,0,0,0,0,0,1,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Monette,Elizalde,,EDUC,5397,6,18,1,0,0,0,0,0,0,1,0,0,20
2024 - 2025,2025 Spring,GRAD,UGRD,Howard,Russell,,EE,2315,1,10,26,21,5,0,0,0,1,1,0,0,64
2024 - 2025,2025 Spring,GRAD,UGRD,Jon,Mitchell,,EE,2341,2,40,19,5,0,1,0,0,0,0,0,0,65
2024 - 2025,2025 Spring,GRAD,UGRD,Michael,Manry,,EE,3318,1,16,16,10,1,3,0,0,0,0,0,0,46
2024 - 2025,2025 Spring,GRAD,UGRD,Howard,Russell,,EE,3346,1,5,17,12,3,0,0,0,0,0,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,David,Wetz,,EE,5309,1,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Chenyun,Pan,,EE,5319,1,13,5,1,0,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Michael,Niestroy,,EE,5321,1,21,6,0,0,0,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Ahmet,Koru,,EE,5322,1,11,0,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Ahmet,Koru,,EE,5322,2,6,0,0,0,0,0,0,0,1,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Guang-Wen,Pan,,EE,5332,1,6,0,0,0,0,0,0,0,1,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Jonathan,Bredow,,EE,5332,1,6,0,0,0,0,0,0,0,1,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Seunghyun,Lee,,EE,5340,1,12,9,1,0,0,0,0,0,0,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Zeynep,Celik,,EE,5344,1,7,2,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Michael,Manry,,EE,5352,1,6,5,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Qilian,Liang,,EE,5364,1,19,17,0,1,0,0,0,0,0,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,Qilian,Liang,,EE,5364,2,3,4,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Wei-Jen,Lee,,EE,5374,1,12,0,0,0,2,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Yichen,Zhang,,EE,5379,1,11,0,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Liwei,Zhou,,EE,5379,2,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Jon,Mitchell,,EE,6314,1,7,5,1,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Alison,Birch,,EMBA,5101,1,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Cynthia,St John,,EMBA,5212,1,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Douglas,Grisaffe,,EMBA,5225,1,10,2,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Bin,Srinidhi,,EMBA,5304,1,9,3,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Ritesh,Saini,,EMBA,5308,1,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Douglas,Stark,,ENGL,5310,1,11,0,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Nathanael,OReilly,,ENGL,5313,1,8,2,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Desiree,Henderson,,ENGL,5391,17,6,1,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Cedrick,May,,ENGL,6339,1,10,0,1,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Timothy,Richardson,,ENGL,6350,1,10,0,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Gabriel,Aguilar,,ENGL,6389,1,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Yunyao,Li,,EVSE,5199,1,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Yunyao,Li,,EVSE,5318,1,8,1,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Yike,Shen,,EVSE,5458,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,UGRD,Rhonda,Prisby,,EXSA,1247,1,100,9,2,0,1,0,0,1,5,0,0,118
2024 - 2025,2025 Spring,GRAD,GRAD,Salil,Sarkar,,FINA,5311,3,3,1,2,1,0,0,0,0,3,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Salil,Sarkar,,FINA,5311,20,6,3,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Qing,Hao,,FINA,5311,60,33,10,2,0,0,0,0,0,1,0,0,46
2024 - 2025,2025 Spring,GRAD,GRAD,John,Adams,,FINA,5323,1,4,5,0,0,0,0,0,0,1,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Trang,Thai,,FINA,5328,1,4,3,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Sriram,Villupuram,,FINA,5331,1,3,17,3,0,0,0,0,0,1,0,0,24
2024 - 2025,2025 Spring,GRAD,GRAD,Jun,Chen,,FINA,5331,70,35,26,0,0,0,0,0,0,1,0,0,62
2024 - 2025,2025 Spring,GRAD,GRAD,Jun,Chen,,FINA,5331,71,31,28,0,0,0,0,0,0,1,0,0,60
2024 - 2025,2025 Spring,GRAD,GRAD,Jiachu,Song,,FINA,5340,70,53,8,0,0,0,1,0,0,2,0,0,64
2024 - 2025,2025 Spring,GRAD,GRAD,Liang-Chih,Liu,,FINA,5340,72,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Sanjiv,Sabherwal,,FINA,5351,1,9,8,3,4,0,0,0,0,0,0,0,24
2024 - 2025,2025 Spring,GRAD,GRAD,Sima,Jannati,,FINA,5376,1,15,8,1,0,0,0,0,0,1,0,0,25
2024 - 2025,2025 Spring,GRAD,GRAD,David,Rakowski,,FINA,6301,1,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Elsa,Pirouz,,GEOL,5320,45,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Joshua,Pulcinella,,GEOL,5320,45,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Elsa,Pirouz,,GEOL,5323,45,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Joshua,Pulcinella,,GEOL,5323,45,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Behzad,Ghanbarian,,GEOL,5428,1,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Arthur,Gonzalez,,HCAD,5301,45,8,4,0,1,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Martin,Deatherage,,HCAD,5305,40,9,6,0,0,0,0,0,0,1,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Martin,Deatherage,,HCAD,5306,40,7,7,1,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Martin,Deatherage,,HCAD,5316,40,9,5,3,0,0,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,GRAD,GRAD,Cheryl,Goodwin,,HCAD,5337,45,11,2,2,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,David,Gray,,HCAD,5340,45,8,5,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Shawn Marie,Herring,,HCAD,5377,40,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,UGRD,Tyler,Garner,,HEED,3301,1,37,22,4,1,0,0,0,1,2,0,0,67
2024 - 2025,2025 Spring,GRAD,GRAD,Paul,Conrad,,HIST,5340,1,14,2,1,0,0,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,GRAD,GRAD,Jenny,Sweeney,,HIST,5343,1,10,0,1,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Imre,Demhardt,,HIST,5350,1,9,0,0,0,0,1,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Stephanie,Cole,,HIST,6363,1,7,1,0,0,0,1,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Kenyon,Zimmer,,HIST,6364,1,6,3,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,UGRD,Jeanne,Michalski,,HRMN,4342,1,6,15,10,0,1,0,0,1,2,0,0,35
2024 - 2025,2025 Spring,GRAD,GRAD,Subhash,Singhal,,IE,5191,1,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Aera,LeBoulluec,,IE,5300,1,6,3,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Alireza,Fallahi,,IE,5301,104,7,3,5,0,1,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Jahanbakht,,IE,5304,1,4,3,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Kwok,Tsui,,IE,5317,1,6,6,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Jay,Rosenberger,,IE,5317,9,4,1,0,0,0,0,0,0,1,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Aera,LeBoulluec,,IE,5318,1,3,7,6,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Chen,Kan,,IE,5318,104,5,2,1,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Md Mahmudur,Rahman,,IE,5338,1,8,1,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Shernette,Kydd,,IE,5342,1,4,3,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Jahanbakht,,IE,5346,1,7,9,2,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Jahanbakht,,IE,5346,9,4,2,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Susan,Ferreira,,IE,5352,2,4,2,0,0,0,0,0,0,0,0,0,6
